ID,Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Price,Scraped At,Website,Phone,Social Medias,Facebook,Instagram,Twitter,Emails
ypid:YN8196x12982141487854779118,Papa's BBQ Restaurant,C347 Khu Phố Cổ - Bãi Cháy - Hạ Long - Quảng Ninh Ha Long,https://www.bing.com/th?id=OLC.wJmk2cIiKpCjyw480x360&pid=Local,https://www.bing.com/maps?cp=20.951936721801758%7E107.04429626464844&lvl=17.0&q=Papa's%20BBQ%20Restaurant%20%2C%20C347%20Khu%20Ph%E1%BB%91%20C%E1%BB%95%20-%20B%C3%A3i%20Ch%C3%A1y%20-%20H%E1%BA%A1%20Long%20-%20Qu%E1%BA%A3ng%20Ninh%20Ha%20Long,20.95193672,107.0442963,4.5,Tripadvisor (239) - $$,,Closed · Opens 11 AM,,2025-04-03T02:25:15.053Z,https://www.papasbbq.net/,0337 413 581,-- No Data --,-- No Data --,-- No Data --,-- No Data --,info@papasbbq.net
ypid:YN8196x5121129295394917965,PAPA COOK - Bún Chả Hạ Long,44 Đoàn Thị Điểm Ha Long 200000 Quảng Ninh,,https://www.bing.com/maps?cp=20.951175689697266%7E107.07917785644531&lvl=17.0&q=PAPA%20COOK%20-%20B%C3%BAn%20Ch%E1%BA%A3%20H%E1%BA%A1%20Long%20%2C%2044%20%C4%90o%C3%A0n%20Th%E1%BB%8B%20%C4%90i%E1%BB%83m%20Ha%20Long%20200000%20Qu%E1%BA%A3ng%20Ninh,20.95117569,107.0791779,,,,Open · Closes 2 PM,,2025-04-03T02:25:15.054Z,https://www.facebook.com/Bunchapapacoook/,090 414 92 41,"{""facebook"":""https://www.facebook.com/bunchapapacoook/posts/1691100367813739/""}",https://www.facebook.com/bunchapapacoook/posts/1691100367813739/,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x13949315367885975307,Gà Rán Five Star Vũ Khắc Việt,"180 Tổ 20A, Khu 2, Phường Cao Xanh, Thành Phố Hạ Long, Tỉnh Quảng Ninh Quang Ninh 70000 Quảng Bình",,https://www.bing.com/maps?cp=20.96036720275879%7E107.08659362792969&lvl=17.0&q=G%C3%A0%20R%C3%A1n%20Five%20Star%20V%C5%A9%20Kh%E1%BA%AFc%20Vi%E1%BB%87t%20%2C%20180%20T%E1%BB%95%2020A%2C%20Khu%202%2C%20Ph%C6%B0%E1%BB%9Dng%20Cao%20Xanh%2C%20Th%C3%A0nh%20Ph%E1%BB%91%20H%E1%BA%A1%20Long%2C%20T%E1%BB%89nh%20Qu%E1%BA%A3ng%20Ninh%20Quang%20Ninh%2070000%20Qu%E1%BA%A3ng%20B%C3%ACnh,20.9603672,107.0865936,,,,,,2025-04-03T02:25:15.054Z,https://www.facebook.com/people/Five-Star-Vietnam/100089654894575/,098 503 44 60,"{""facebook"":""https://www.facebook.com/fivestarvietnam/posts/870223635135610/""}",https://www.facebook.com/fivestarvietnam/posts/870223635135610/,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x10955113508188030749,Cay Cau Restaurant,17 Tran Hung Dao Str Hanoi,https://www.bing.com/th?id=OLC.FXN/gQN4msYWSA480x360&pid=Local,https://www.bing.com/maps?cp=20.95522117614746%7E107.08525848388672&lvl=17.0&q=Cay%20Cau%20Restaurant%20%2C%2017%20Tran%20Hung%20Dao%20Str%20Hanoi,20.95522118,107.0852585,4.5,Tripadvisor (114) - $$,,Closed · Opens 11 AM,,2025-04-03T02:25:15.054Z,,091 285 33 25,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x11150775704239697107,Wander Station & D'myna Restaurant,32 văn Lang Ha Long Quảng Ninh,https://www.bing.com/th?id=OLC.YVIX3zcI27N9jg480x360&pid=Local,https://www.bing.com/maps?cp=20.956998825073242%7E107.06922149658203&lvl=17.0&q=Wander%20Station%20%26%20D'myna%20Restaurant%20%2C%2032%20v%C4%83n%20Lang%20Ha%20Long%20Qu%E1%BA%A3ng%20Ninh,20.95699883,107.0692215,4.5,Tripadvisor (158) - $$,,Closed · Opens 10 AM,,2025-04-03T02:25:15.054Z,,096 168 39 99,"{""instagram"":""https://www.instagram.com/p/c0wk3lcxtdz/"",""youtube"":""https://www.youtube.com/watch?v=y-7vxgwpsuo"",""facebook"":""https://www.facebook.com/wanderoffline/""}",https://www.facebook.com/wanderoffline/,https://www.instagram.com/p/c0wk3lcxtdz/,-- No Data --,-- No Data --
ypid:YN8196x3945689943002122572,Hợp Tác Xã Quà Quê,403 Cao Thắng/tp Hạ Long/quảng Ninh Ha Long 01109 Quảng Ninh,https://www.bing.com/th?id=OLC.Ji22KJ25BGblyA480x360&pid=Local,https://www.bing.com/maps?cp=20.962553024291992%7E107.09575653076172&lvl=17.0&q=H%E1%BB%A3p%20T%C3%A1c%20X%C3%A3%20Qu%C3%A0%20Qu%C3%AA%20%2C%20403%20Cao%20Th%E1%BA%AFng%2Ftp%20H%E1%BA%A1%20Long%2Fqu%E1%BA%A3ng%20Ninh%20Ha%20Long%2001109%20Qu%E1%BA%A3ng%20Ninh,20.96255302,107.0957565,,,,,,2025-04-03T02:25:15.055Z,https://htxquaque.cukcuk.vn/order-online/,094 846 41 88,"{""facebook"":""https://www.facebook.com/banhchuoichienhalong/posts/h%c3%a0nh-t%e1%bb%8fi-si%c3%aau-ngon-%c4%91%c3%a3-c%c3%b3-t%e1%ba%a1i-403-cao-th%e1%ba%afng-n%c4%83m-nay-b%c3%a0-con-m%e1%ba%a5t-m%c3%b9a-ti%e1%bb%87m-c%c5%a9ng-c%c3%b3-%c3%ad/1109617426502650/""}",https://www.facebook.com/banhchuoichienhalong/posts/h%c3%a0nh-t%e1%bb%8fi-si%c3%aau-ngon-%c4%91%c3%a3-c%c3%b3-t%e1%ba%a1i-403-cao-th%e1%ba%afng-n%c4%83m-nay-b%c3%a0-con-m%e1%ba%a5t-m%c3%b9a-ti%e1%bb%87m-c%c5%a9ng-c%c3%b3-%c3%ad/1109617426502650/,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x14265610451291563914,Chick Bread Restaurant,94 Gieng Don Street Halong Bay,,https://www.bing.com/maps?cp=20.953262329101562%7E107.086181640625&lvl=17.0&q=Chick%20Bread%20Restaurant%20%2C%2094%20Gieng%20Don%20Street%20Halong%20Bay,20.95326233,107.0861816,,,Vietnamese restaurant,Open · Closes 10 PM,,2025-04-03T02:25:15.055Z,,,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x6650219452000849749,Back Fire Bar & Cafe,1a Tran Hung Dao Ha Long 200000 Quang Ninh Province,https://www.bing.com/th?id=OLC.7ID3uHPk6j1gfw480x360&pid=Local,https://www.bing.com/maps?cp=20.953622817993164%7E107.08546447753906&lvl=17.0&q=Back%20Fire%20Bar%20%26%20Cafe%20%2C%201a%20Tran%20Hung%20Dao%20Ha%20Long%20200000%20Quang%20Ninh%20Province,20.95362282,107.0854645,,,,,,2025-04-03T02:25:15.055Z,,0203 3853 999,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x8394964083181651929,Old town coffee,10 Tran Quoc Nghien Street Shanghai 200000 Quang Ninh Province,,https://www.bing.com/maps?cp=20.949342727661133%7E107.09696197509766&lvl=17.0&q=Old%20town%20coffee%20%2C%2010%20Tran%20Quoc%20Nghien%20Street%20Shanghai%20200000%20Quang%20Ninh%20Province,20.94934273,107.096962,4.0,Tripadvisor (9),,Open · Closes noon,,2025-04-03T02:25:18.855Z,,0203 3821 636,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x18405406542982301704,DanhSachCuaHang,283 Nguyễn Văn Cừ Ha Long 01113 Quang Ninh,,https://www.bing.com/maps?cp=20.946001052856445%7E107.12506866455078&lvl=17.0&q=DanhSachCuaHang%20%2C%20283%20Nguy%E1%BB%85n%20V%C4%83n%20C%E1%BB%AB%20Ha%20Long%2001113%20Quang%20Ninh,20.94600105,107.1250687,,,,,,2025-04-03T02:25:18.855Z,https://danhsachcuahang.com/stores/cua-hang-thoi-trang-nam-torano-nguyen-van-cu-ha-noi-1514.html,097 857 29 90,"{""facebook"":""https://www.facebook.com/torano.vn/""}",https://www.facebook.com/torano.vn/,-- No Data --,-- No Data --,"danhsachcuahang.com@gmail.com,cskh@torano.vn"
ypid:YN8196x11213760721375196896,Quán Cafe Giao Lưu Văn Hóa Cổ Vật,Hạ Long Quảng Ninh,,https://www.bing.com/maps?cp=20.959020614624023%7E107.0835952758789&lvl=17.0&q=Qu%C3%A1n%20Cafe%20Giao%20L%C6%B0u%20V%C4%83n%20H%C3%B3a%20C%E1%BB%95%20V%E1%BA%ADt%20%2C%20H%E1%BA%A1%20Long%20Qu%E1%BA%A3ng%20Ninh,20.95902061,107.0835953,,,,,,2025-04-03T02:25:18.855Z,,,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x4447984243927186392,Buffet Lẩu Nướng Vương Gia,"TT. Quảng Hà, Hải Hà, Quảng Ninh 01600, Việt Nam",,https://www.bing.com/maps?cp=20.94261360168457%7E107.10708618164062&lvl=17.0&q=Buffet%20L%E1%BA%A9u%20N%C6%B0%E1%BB%9Bng%20V%C6%B0%C6%A1ng%20Gia%20%2C%20TT.%20Qu%E1%BA%A3ng%20H%C3%A0%2C%20H%E1%BA%A3i%20H%C3%A0%2C%20Qu%E1%BA%A3ng%20Ninh%2001600%2C%20Vi%E1%BB%87t%20Nam,20.9426136,107.1070862,,,,,,2025-04-03T02:25:18.855Z,,,"{""facebook"":""https://www.facebook.com/buffetlauvuong/"",""youtube"":""https://www.youtube.com/watch?v=szhav337r3y""}",https://www.facebook.com/buffetlauvuong/,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x983146472952810674,Huyền coffee,32 Dang Ba Hat Hong Gai Ha Long I- Quang Ninh Province,https://www.bing.com/th?id=OLC.CZvunjvNynfjiQ480x360&pid=Local,https://www.bing.com/maps?cp=20.954917907714844%7E107.08313751220703&lvl=17.0&q=Huy%E1%BB%81n%20coffee%20%2C%2032%20Dang%20Ba%20Hat%20Hong%20Gai%20Ha%20Long%20I-%20Quang%20Ninh%20Province,20.95491791,107.0831375,,,,,,2025-04-03T02:25:18.856Z,,090 426 14 14,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x10813053889299475669,Chủ Nhật Quán,"33,Phố Trần Hưng Đạo Thanh Sơn 02306 Quảng Ninh",,https://www.bing.com/maps?cp=20.95387077331543%7E107.08580017089844&lvl=17.0&q=Ch%E1%BB%A7%20Nh%E1%BA%ADt%20Qu%C3%A1n%20%2C%2033%2CPh%E1%BB%91%20Tr%E1%BA%A7n%20H%C6%B0ng%20%C4%90%E1%BA%A1o%20Thanh%20S%C6%A1n%2002306%20Qu%E1%BA%A3ng%20Ninh,20.95387077,107.0858002,,,,,,2025-04-03T02:25:18.856Z,,098 866 66 22,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x10707652400895668099,Milano Coffee,72 Phố Cảng Mới Hạ Long,https://www.bing.com/th?id=OLC.qh/lIfFCTdEaZw480x360&pid=Local,https://www.bing.com/maps?cp=20.950559616088867%7E107.08343505859375&lvl=17.0&q=Milano%20Coffee%20%2C%2072%20Ph%E1%BB%91%20C%E1%BA%A3ng%20M%E1%BB%9Bi%20H%E1%BA%A1%20Long,20.95055962,107.0834351,,,,,,2025-04-03T02:25:18.856Z,,097 216 29 99,"{""facebook"":""https://www.facebook.com/milano-coffee-68-c%e1%ba%a3ng-m%e1%bb%9bi-h%e1%ba%a1-long-2003496676596833/""}",https://www.facebook.com/milano-coffee-68-c%e1%ba%a3ng-m%e1%bb%9bi-h%e1%ba%a1-long-2003496676596833/,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x3380277663669821255,"Jollibee Vietnam Co.,ltd.","393 Group 08, Vu Street, Tran Hung Dao Street, Bắc Ninh 790000 Đồng Bằng Sông Hồng",,https://www.bing.com/maps?cp=20.953214645385742%7E107.08560180664062&lvl=17.0&q=Jollibee%20Vietnam%20Co.%2Cltd.%20%2C%20393%20Group%2008%2C%20Vu%20Street%2C%20Tran%20Hung%20Dao%20Street%2C%20B%E1%BA%AFc%20Ninh%20790000%20%C4%90%E1%BB%93ng%20B%E1%BA%B1ng%20S%C3%B4ng%20H%E1%BB%93ng,20.95321465,107.0856018,,,,,,2025-04-03T02:25:18.856Z,,0222 3854 857,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x13176842680977575069,Tôm Hùm Hạ Long,"ngõ 31 Trần Phú, Cao Xanh, Thành phố Hạ Long, Quảng Ninh, Việt Nam",,https://www.bing.com/maps?cp=20.960464477539062%7E107.08678436279297&lvl=17.0&q=T%C3%B4m%20H%C3%B9m%20H%E1%BA%A1%20Long%20%2C%20ng%C3%B5%2031%20Tr%E1%BA%A7n%20Ph%C3%BA%2C%20Cao%20Xanh%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%E1%BA%A1%20Long%2C%20Qu%E1%BA%A3ng%20Ninh%2C%20Vi%E1%BB%87t%20Nam,20.96046448,107.0867844,,,,,,2025-04-03T02:25:18.856Z,,,"{""facebook"":""https://www.facebook.com/tomhumso1halong/""}",https://www.facebook.com/tomhumso1halong/,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x8023551191995482,Fanny Ice cream - Vincom Ha Long,"Cot Dong Ho Area, Bach Dang Ward, Floor L4.K1, Vincom Halong Bay",https://www.bing.com/th?id=OLC.dDXQeRvXP48Jyw480x360&pid=Local,https://www.bing.com/maps?cp=20.951711654663086%7E107.08535766601562&lvl=17.0&q=Fanny%20Ice%20cream%20-%20Vincom%20Ha%20Long%20%2C%20Cot%20Dong%20Ho%20Area%2C%20Bach%20Dang%20Ward%2C%20Floor%20L4.K1%2C%20Vincom%20Halong%20Bay,20.95171165,107.0853577,,,Desserts,,,2025-04-03T02:25:18.856Z,,,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x4075835575329078933,Highlands Coffee Vinhomes Dragon Hạ Long,"dịch vụ cao cấp, Khu Bến Đoan, Hồng Gai, Thành phố Hạ Long, Quảng Ninh 01000, Việt Nam",https://www.bing.com/th?id=OLC.DKjBP/NPPkFgHg480x360&pid=Local,https://www.bing.com/maps?cp=20.94263458251953%7E107.11934661865234&lvl=17.0&q=Highlands%20Coffee%20Vinhomes%20Dragon%20H%E1%BA%A1%20Long%20%2C%20d%E1%BB%8Bch%20v%E1%BB%A5%20cao%20c%E1%BA%A5p%2C%20Khu%20B%E1%BA%BFn%20%C4%90oan%2C%20H%E1%BB%93ng%20Gai%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%E1%BA%A1%20Long%2C%20Qu%E1%BA%A3ng%20Ninh%2001000%2C%20Vi%E1%BB%87t%20Nam,20.94263458,107.1193466,,,,,,2025-04-03T02:25:18.856Z,https://www.highlandscoffee.com.vn/,,"{""facebook"":""https://www.facebook.com/photo"",""instagram"":""https://www.instagram.com/highlandscoffeevietnam/"",""youtube"":""https://www.youtube.com/channel/ucheqa2utf8uxrgwrnu3thga""}",https://www.facebook.com/photo,https://www.instagram.com/highlandscoffeevietnam/,-- No Data --,customerservice@highlandscoffee.com.vn
ypid:YN8196x18342468612088249880,Hẻm Phố Hòn Gai,"46 Phố Hải Minh, Hồng Hải, Thành phố Hạ Long, Quảng Ninh, Việt Nam",,https://www.bing.com/maps?cp=20.95168685913086%7E107.10258483886719&lvl=17.0&q=H%E1%BA%BBm%20Ph%E1%BB%91%20H%C3%B2n%20Gai%20%2C%2046%20Ph%E1%BB%91%20H%E1%BA%A3i%20Minh%2C%20H%E1%BB%93ng%20H%E1%BA%A3i%2C%20Th%C3%A0nh%20ph%E1%BB%91%20H%E1%BA%A1%20Long%2C%20Qu%E1%BA%A3ng%20Ninh%2C%20Vi%E1%BB%87t%20Nam,20.95168686,107.1025848,,,,,,2025-04-03T02:25:18.856Z,https://m.facebook.com/HemPhoHonGai/?tsid=0.49768624260512373&source=result,,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x9365082731913788449,Linh Dan Restaurant,104 Bai Chay Bai Chay 200000 Quang Ninh Province,https://www.bing.com/th?id=OLC.9hvXrDu8iivpEA480x360&pid=Local,https://www.bing.com/maps?cp=20.956445693969727%7E107.0458755493164&lvl=17.0&q=Linh%20Dan%20Restaurant%20%2C%20104%20Bai%20Chay%20Bai%20Chay%20200000%20Quang%20Ninh%20Province,20.95644569,107.0458755,4.5,Tripadvisor (503) - $$,,Open · Closes 9 PM,,2025-04-03T02:25:39.594Z,,091 463 45 98,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x2264053551824389222,Nha Hang Hong Hanh,Duong Ha Long Halong Bay Vietnam Quang Ninh Province,https://www.bing.com/th?id=OLC.RFVBD+LGEwBBvw480x360&pid=Local,https://www.bing.com/maps?cp=20.956544876098633%7E107.05574035644531&lvl=17.0&q=Nha%20Hang%20Hong%20Hanh%20%2C%20Duong%20Ha%20Long%20Halong%20Bay%20Vietnam%20Quang%20Ninh%20Province,20.95654488,107.0557404,4.0,Tripadvisor (143),,,,2025-04-03T02:25:39.594Z,,0203 3812 345,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x17747874948363092802,"Srirembau Restaurant, Bai Chay",179 Cai Lan Street Bai Chay 200000 Quang Ninh Province,https://www.bing.com/th?id=OLC.+8z/Lw2Oc6cHbA480x360&pid=Local,https://www.bing.com/maps?cp=20.962209701538086%7E107.05044555664062&lvl=17.0&q=Srirembau%20Restaurant%2C%20Bai%20Chay%20%2C%20179%20Cai%20Lan%20Street%20Bai%20Chay%20200000%20Quang%20Ninh%20Province,20.9622097,107.0504456,,,,Open · Closes 10 PM,,2025-04-03T02:25:39.594Z,https://www.facebook.com/halonghalalrestaurent/,096 693 39 21,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x12903333587020399569,BMC Hai Au Restaurant,Area 5 - Ha Long City - Quang Ninh Halong Bay 10000,https://www.bing.com/th?id=OLC.HuCO1BCXX0MGZg480x360&pid=Local,https://www.bing.com/maps?cp=20.959321975708008%7E107.06037139892578&lvl=17.0&q=BMC%20Hai%20Au%20Restaurant%20%2C%20Area%205%20-%20Ha%20Long%20City%20-%20Quang%20Ninh%20Halong%20Bay%2010000,20.95932198,107.0603714,,,Vietnamese restaurant,Open · Closes 10 PM,,2025-04-03T02:25:39.595Z,,0333 845 065,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
